disease,drug_name,drug_id,confidence,novelty_level,novelty_score,is_known_treatment,combined_score,pillars_hit,pubmed_articles,pubmed_treatment,pubmed_repurposing,clinical_trials,faers_signal,faers_cooccurrences,faers_total_reports,signature_reversal,signature_rank,shared_targets,direct_relations,max_citations,mol_similarity,similar_to,transe_rank,mr_score,mr_genetic_targets,mechanistic_hypothesis,ai_hypothesis,novelty_interpretation,confidence_reasons
Pancreatic cancer,2-(4-Morpholinyl)-8-Phenyl-4h-1-Benzopyran-4-One,DB02656,HIGH,KNOWN,0.84,False,1.203,3,35,29,0,0,none,0,0,False,0,0,0,3391,0,,86,0.908,2,,of its ability to inhibit the growth of pancreatic cancer cells.,"Known association with moderate evidence (35 articles, 0 trials). Already being studied.","32 PubMed articles found; Supported by 3 independent AI pillars; Highly cited paper (3391 citations): ""A specific inhibitor of phosphatidylinositol 3-kinase, 2-(4-...""; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.91, 2 genetic targets)"
Parkinson's disease,Dopamine,DB00988,HIGH,ESTABLISHED,0.12,True,1.1995,4,22471,15852,67,10,moderate,34,5825,False,0,0,0,2556,0,,1,0.867,4,,,"Well-established drug-disease relationship (22471 articles, 10 trials). Not a repurposing candidate.","10 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 7858 PubMed articles on this drug-disease pair; 51 article(s) specifically mention repurposing/repositioning; Supported by 4 independent AI pillars; Moderate FAERS signal: 34 adverse event reports mention drug-disease co-occurrence; Highly cited paper (2556 citations): ""Non-motor symptoms of Parkinson's disease: diagnosis and man...""; Strong causal genetic evidence (MR score: 0.87, 4 genetic targets); NOTE: This appears to be an already-approved treatment, not a repurposing candidate"
Parkinson's disease,Reserpine,DB00206,HIGH,KNOWN,0.84,False,1.1822999715805054,4,341,248,1,0,moderate,6,223,False,0,0,0,51,0,,58,0.8509,1,,,"Known association with moderate evidence (341 articles, 0 trials). Already being studied.","79 PubMed articles on this drug-disease pair; 1 article(s) specifically mention repurposing/repositioning; Supported by 4 independent AI pillars; Moderate FAERS signal: 6 adverse event reports mention drug-disease co-occurrence; Supporting paper with 51 citations; Strong causal genetic evidence (MR score: 0.85, 1 genetic targets)"
Parkinson's disease,Oxygen,DB09140,HIGH,KNOWN,0.54,False,1.1686,4,0,2097,14,10,strong,705,48106,False,0,0,0,1427,0,,16,0.8659,6,,,"Known association with moderate evidence (0 articles, 10 trials). Already being studied.","10 clinical trial(s) found on ClinicalTrials.gov; 1635 PubMed articles on this drug-disease pair; 10 article(s) specifically mention repurposing/repositioning; Supported by 4 independent AI pillars; Strong FAERS signal: 705 adverse event reports link drug to disease (48106 total reports); Highly cited paper (1427 citations): ""Role of Oxidative Stress in Parkinson's Disease...""; Strong causal genetic evidence (MR score: 0.87, 6 genetic targets); NOTE: This appears to be an already-approved treatment, not a repurposing candidate"
Parkinson's disease,2-Amino-4-Mercapto-Butyric Acid,DB04422,HIGH,KNOWN,0.54,False,1.1664999723434448,4,328,214,0,5,none,0,0,False,0,0,0,355,0,,2,0.734,1,,,"Known association with moderate evidence (328 articles, 5 trials). Already being studied.","5 clinical trial(s) found on ClinicalTrials.gov; 132 PubMed articles on this drug-disease pair; Supported by 4 independent AI pillars; Highly cited paper (355 citations): ""The pathogenesis of Parkinson's disease...""; Strong causal genetic evidence (MR score: 0.73, 1 genetic targets)"
Parkinson's disease,Acetaminophen,DB00316,HIGH,KNOWN,0.6,False,1.1663000583648682,4,34,25,1,1,strong,4727,470036,False,0,0,0,478,0,,69,0.9169,1,,,"Known association with moderate evidence (34 articles, 1 trials). Already being studied.","1 clinical trial(s) found on ClinicalTrials.gov; 8 PubMed article(s) - limited literature; Supported by 4 independent AI pillars; Strong FAERS signal: 4727 adverse event reports link drug to disease (470036 total reports); Highly cited paper (478 citations): ""Nonsteroidal antiinflammatory drug use and the risk for Park...""; Strong causal genetic evidence (MR score: 0.92, 1 genetic targets)"
Parkinson's disease,Doxorubicin,DB00997,MEDIUM,NOVEL,0.9,False,1.1548,4,15,13,0,0,moderate,249,105620,False,0,0,0,31,0,,61,0.7779,9,,,Novel prediction with minimal existing evidence (15 articles). Computational support suggests this warrants investigation.,"9 PubMed article(s) - limited literature; Supported by 4 independent AI pillars; Moderate FAERS signal: 249 adverse event reports mention drug-disease co-occurrence; Supporting paper with 31 citations; Strong causal genetic evidence (MR score: 0.78, 9 genetic targets)"
Parkinson's disease,Melatonin,DB01065,HIGH,KNOWN,0.54,False,1.1535,4,362,290,2,5,strong,1339,53142,False,0,0,0,68,0,,5,0.9386,2,,,"Known association with moderate evidence (362 articles, 5 trials). Already being studied.","5 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 159 PubMed articles on this drug-disease pair; 2 article(s) specifically mention repurposing/repositioning; Supported by 4 independent AI pillars; WARNING: Drug FAILED Phase 3 trial(s) for this disease (1 terminated/withdrawn); Strong FAERS signal: 1339 adverse event reports link drug to disease (53142 total reports); Supporting paper with 68 citations; AI analysis of 1 abstract(s) found positive treatment signals; Strong causal genetic evidence (MR score: 0.94, 2 genetic targets)"
Parkinson's disease,S-Adenosyl-L-Homocysteine,DB01752,MEDIUM,NOVEL,1.0,False,1.1467000246047974,5,4,3,0,0,none,0,0,False,0,0,0,95,0.614,Adenosine,190,0.7613,1,,,Novel prediction with minimal existing evidence (4 articles). Computational support suggests this warrants investigation.,"Supported by 5 independent AI pillars; High molecular similarity (0.61) to Adenosine; Supporting paper with 95 citations; Strong causal genetic evidence (MR score: 0.76, 1 genetic targets)"
Parkinson's disease,Urea,DB03904,HIGH,KNOWN,0.6,False,1.1432000398635864,4,219,170,1,1,moderate,26,3035,False,0,0,0,8,0,,39,0.7569,1,,,"Known association with moderate evidence (219 articles, 1 trials). Already being studied.","1 clinical trial(s) found on ClinicalTrials.gov; 104 PubMed articles on this drug-disease pair; 1 article(s) specifically mention repurposing/repositioning; Supported by 4 independent AI pillars; Moderate FAERS signal: 26 adverse event reports mention drug-disease co-occurrence; Strong causal genetic evidence (MR score: 0.76, 1 genetic targets)"
Parkinson's disease,Rotenone,DB11457,HIGH,KNOWN,0.54,False,1.1431000232696533,3,1610,1181,15,0,none,0,0,False,0,0,0,3706,0,,24,0.9169,1,,,"Known association with moderate evidence (1610 articles, 0 trials). Already being studied.","943 PubMed articles on this drug-disease pair; 14 article(s) specifically mention repurposing/repositioning; Supported by 3 independent AI pillars; Highly cited paper (3706 citations): ""Chronic systemic pesticide exposure reproduces features of P...""; Strong causal genetic evidence (MR score: 0.92, 1 genetic targets)"
Prostate cancer,Isotretinoin,DB00982,HIGH,KNOWN,0.84,False,1.2758,5,17,15,0,2,none,0,15190,False,0,0,0,75,1.0,Tretinoin,147,0.7619,13,,of its anti-proliferative and anti-inflammatory properties.,"Known association with moderate evidence (17 articles, 2 trials). Already being studied.","2 clinical trial(s) found on ClinicalTrials.gov; 17 PubMed articles found; Supported by 5 independent AI pillars; High molecular similarity (1.00) to Tretinoin; Note: Drug had early-phase trial failures for this disease; Supporting paper with 75 citations; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.76, 13 genetic targets)"
Prostate cancer,Sirolimus,DB00877,HIGH,ESTABLISHED,0.42,True,1.271,6,160,145,0,10,moderate,37,13389,False,0,0,0,75,0.8727,Ridaforolimus,31,0.7568,27,,of its anti-proliferative and anti-angiogenic properties.,"Well-established drug-disease relationship (160 articles, 10 trials). Not a repurposing candidate.","10 clinical trial(s) found on ClinicalTrials.gov; 157 PubMed articles on this drug-disease pair; Supported by 6 independent AI pillars; High molecular similarity (0.87) to Ridaforolimus; Moderate FAERS signal: 37 adverse event reports mention drug-disease co-occurrence; Supporting paper with 75 citations; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.76, 27 genetic targets)"
Prostate cancer,Daunorubicin,DB00694,HIGH,KNOWN,0.66,False,1.2411,6,40,36,0,10,moderate,5,14839,False,0,0,0,75,0.8533,Doxorubicin,107,0.7629,17,,of its ability to induce apoptosis and inhibit cell proliferation.,"Known association with moderate evidence (40 articles, 10 trials). Already being studied.","10 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 34 PubMed articles found; Supported by 6 independent AI pillars; High molecular similarity (0.85) to Doxorubicin; Moderate FAERS signal: 5 adverse event reports mention drug-disease co-occurrence; Supporting paper with 75 citations; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.76, 17 genetic targets)"
Prostate cancer,Cryptotanshinone,DB15579,MEDIUM,NOVEL,1.0,False,1.229599952697754,3,13,11,0,0,none,0,0,False,0,0,0,80,0,,35,0.8729,1,,of its anti-inflammatory and anti-oxidant properties.,Novel prediction with minimal existing evidence (13 articles). Computational support suggests this warrants investigation.,"13 PubMed articles found; Supported by 3 independent AI pillars; Supporting paper with 80 citations; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.87, 1 genetic targets)"
Prostate cancer,Genistein,DB01645,HIGH,ESTABLISHED,0.48,True,1.223,4,457,309,1,10,weak,1,66,False,0,0,0,75,0,,7,0.7831,17,,of its antioxidant and anti-inflammatory properties.,"Well-established drug-disease relationship (457 articles, 10 trials). Not a repurposing candidate.","10 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 449 PubMed articles on this drug-disease pair; 1 article(s) specifically mention repurposing/repositioning; Supported by 4 independent AI pillars; Note: Drug had early-phase trial failures for this disease; Supporting paper with 75 citations; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.78, 17 genetic targets)"
Prostate cancer,Tamoxifen,DB00675,HIGH,ESTABLISHED,0.48,True,1.2197,4,260,236,3,10,moderate,8,22224,False,0,0,0,75,0,,2,0.8268,18,,of its estrogenic properties.,"Well-established drug-disease relationship (260 articles, 10 trials). Not a repurposing candidate.","10 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 250 PubMed articles on this drug-disease pair; 3 article(s) specifically mention repurposing/repositioning; Supported by 4 independent AI pillars; Moderate FAERS signal: 8 adverse event reports mention drug-disease co-occurrence; Supporting paper with 75 citations; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.83, 18 genetic targets)"
Prostate cancer,Eflornithine,DB06243,HIGH,KNOWN,0.72,False,1.2173000574111938,3,27,26,0,3,none,0,112,False,0,0,0,106,0,,186,0.8285,1,,of its ability to inhibit the enzyme ornithine decarboxylase (ODC).,"Known association with moderate evidence (27 articles, 3 trials). Already being studied.","3 clinical trial(s) found on ClinicalTrials.gov; 22 PubMed articles found; Supported by 3 independent AI pillars; Highly cited paper (106 citations): ""Biochemical recurrence in patients with prostate cancer afte...""; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.83, 1 genetic targets)"
Prostate cancer,Pyrrole-2-Carboxylate,DB02543,MEDIUM,BREAKTHROUGH,1.0,False,1.2167999744415283,3,0,0,0,0,none,0,0,False,0,0,0,9,0,,57,0.7931,1,,of its ability to inhibit the growth of prostate cancer cells.,No published evidence found for this drug-disease pair. Strong computational prediction suggests a potential new discovery. Requires experimental validation.,"Supported by 3 independent AI pillars; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.79, 1 genetic targets)"
Prostate cancer,Teniposide,DB00444,HIGH,NOVEL,1.0,False,1.2122,5,2,1,0,0,none,0,496,True,6,0,0,106,0.7531,Etoposide,175,0.7414,24,,of its ability to induce apoptosis in cancer cells.,Novel prediction with minimal existing evidence (2 articles). Computational support suggests this warrants investigation.,"2 PubMed article(s) - limited literature; Supported by 5 independent AI pillars; High molecular similarity (0.75) to Etoposide; Drug ranks #6 for reversing disease gene signature (L1000CDS2 biological evidence); Highly cited paper (106 citations): ""Biochemical recurrence in patients with prostate cancer afte...""; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.74, 24 genetic targets)"
Prostate cancer,Flutamide,DB00499,HIGH,ESTABLISHED,0.24,True,1.2079,3,1164,1100,3,10,strong,118,1047,False,0,0,0,75,0,,120,0.9011,2,,of its anti-androgenic properties.,"Well-established drug-disease relationship (1164 articles, 10 trials). Not a repurposing candidate.","10 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 1126 PubMed articles on this drug-disease pair; 3 article(s) specifically mention repurposing/repositioning; Supported by 3 independent AI pillars; Strong FAERS signal: 118 adverse event reports link drug to disease (1047 total reports); Supporting paper with 75 citations; AI analysis of 1 abstract(s) found positive treatment signals; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.90, 2 genetic targets); NOTE: This appears to be an already-approved treatment, not a repurposing candidate"
Psoriasis,Dexamethasone,DB01234,HIGH,ESTABLISHED,0.36,True,1.2826,6,165,146,0,8,moderate,307,312749,False,0,0,0,19,1.0,Betamethasone,1,0.7649,34,,of its anti-inflammatory and immunomodulatory properties.,"Well-established drug-disease relationship (165 articles, 8 trials). Not a repurposing candidate.","8 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 165 PubMed articles on this drug-disease pair; Supported by 6 independent AI pillars; High molecular similarity (1.00) to Betamethasone; Moderate FAERS signal: 307 adverse event reports mention drug-disease co-occurrence; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.76, 34 genetic targets)"
Psoriasis,Prednisolone,DB00860,HIGH,KNOWN,0.54,False,1.2404,5,246,234,0,5,moderate,717,190304,False,0,0,0,4,0,,13,0.7056,5,,of its anti-inflammatory properties.,"Known association with moderate evidence (246 articles, 5 trials). Already being studied.","5 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 246 PubMed articles on this drug-disease pair; Supported by 5 independent AI pillars; Moderate FAERS signal: 717 adverse event reports mention drug-disease co-occurrence; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.71, 5 genetic targets)"
Psoriasis,Doxorubicin,DB00997,HIGH,NOVEL,0.96,False,1.2032,6,19,19,0,0,moderate,30,105620,False,0,0,0,24,0.6162,Valrubicin,26,0.7182,15,,of its anti-inflammatory and immunosuppressive properties.,Novel prediction with minimal existing evidence (19 articles). Computational support suggests this warrants investigation.,"19 PubMed articles found; Supported by 6 independent AI pillars; High molecular similarity (0.62) to Valrubicin; Moderate FAERS signal: 30 adverse event reports mention drug-disease co-occurrence; Supporting paper with 24 citations; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.72, 15 genetic targets)"
Psoriasis,Methylprednisolone,DB00959,HIGH,KNOWN,0.54,False,1.2006,5,117,111,0,5,moderate,1123,125031,False,0,0,0,13,0,,19,0.7124,4,,of its anti-inflammatory and immunomodulatory properties.,"Known association with moderate evidence (117 articles, 5 trials). Already being studied.","5 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 117 PubMed articles on this drug-disease pair; Supported by 5 independent AI pillars; Moderate FAERS signal: 1123 adverse event reports mention drug-disease co-occurrence; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.71, 4 genetic targets)"
Psoriasis,Tacrolimus,DB00864,HIGH,ESTABLISHED,0.36,True,1.1978000402450562,7,338,325,0,10,moderate,442,124652,False,0,0,0,9,0.7938,Pimecrolimus,72,0.5756,1,,of its anti-inflammatory and immunosuppressive properties.,"Well-established drug-disease relationship (338 articles, 10 trials). Not a repurposing candidate.",10 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 338 PubMed articles on this drug-disease pair; Supported by 7 independent AI pillars; High molecular similarity (0.79) to Pimecrolimus; Moderate FAERS signal: 442 adverse event reports mention drug-disease co-occurrence; AI-generated hypothesis available; Moderate genetic evidence supporting causality (MR score: 0.58)
Psoriasis,Budesonide,DB01222,HIGH,NOVEL,0.9,False,1.1914,5,24,24,0,0,moderate,324,57606,False,0,0,0,29,0,,8,0.7483,9,,of its anti-inflammatory properties.,Novel prediction with minimal existing evidence (24 articles). Computational support suggests this warrants investigation.,"24 PubMed articles found; Supported by 5 independent AI pillars; Moderate FAERS signal: 324 adverse event reports mention drug-disease co-occurrence; Supporting paper with 29 citations; AI analysis of 2 abstract(s) found positive treatment signals; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.75, 9 genetic targets)"
Psoriasis,Epirubicin,DB00445,HIGH,NOVEL,1.0,False,1.1681,5,1,1,0,0,moderate,10,23228,False,0,0,0,289,0.6162,Valrubicin,142,0.7547,8,,of its anti-inflammatory and immunomodulatory properties.,Novel prediction with minimal existing evidence (1 articles). Computational support suggests this warrants investigation.,"1 PubMed article(s) - limited literature; Supported by 5 independent AI pillars; High molecular similarity (0.62) to Valrubicin; Moderate FAERS signal: 10 adverse event reports mention drug-disease co-occurrence; Highly cited paper (289 citations): ""Signaling pathways and targeted therapies for psoriasis...""; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.75, 8 genetic targets)"
Psoriasis,Prednisone,DB00635,HIGH,KNOWN,0.6,False,1.1605,6,220,211,0,0,moderate,4847,515447,False,0,0,0,9,0.678,Cortisone,6,0.3918,2,,of its anti-inflammatory and immunosuppressive properties.,"Known association with moderate evidence (220 articles, 0 trials). Already being studied.",220 PubMed articles on this drug-disease pair; Supported by 6 independent AI pillars; High molecular similarity (0.68) to Cortisone; Moderate FAERS signal: 4847 adverse event reports mention drug-disease co-occurrence; AI-generated hypothesis available; Moderate genetic evidence supporting causality (MR score: 0.39)
Psoriasis,Sirolimus,DB00877,HIGH,NOVEL,0.9,False,1.1581,4,48,46,0,0,moderate,7,13389,False,0,0,0,143,0,,18,0.7049,24,,of its anti-inflammatory and immunosuppressive properties.,Novel prediction with minimal existing evidence (48 articles). Computational support suggests this warrants investigation.,"48 PubMed articles found; Supported by 4 independent AI pillars; Moderate FAERS signal: 7 adverse event reports mention drug-disease co-occurrence; Highly cited paper (143 citations): ""Efficacy of sirolimus (rapamycin) administered concomitantly...""; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.70, 24 genetic targets)"
Psoriasis,Daunorubicin,DB00694,HIGH,NOVEL,1.0,False,1.1558,6,5,5,0,0,moderate,4,14839,False,0,0,0,178,0.5859,Valrubicin,195,0.7276,7,,of its anti-inflammatory and immunomodulatory properties.,Novel prediction with minimal existing evidence (5 articles). Computational support suggests this warrants investigation.,"5 PubMed article(s) - limited literature; Supported by 6 independent AI pillars; High molecular similarity (0.59) to Valrubicin; Moderate FAERS signal: 4 adverse event reports mention drug-disease co-occurrence; Highly cited paper (178 citations): ""Clearance of severe psoriasis after allogenic bone marrow tr...""; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.73, 7 genetic targets)"
Pulmonary hypertension,1-(3-Mercapto-2-Methyl-Propionyl)-Pyrrolidine-2-Carboxylic Acid,DB02032,LOW,BREAKTHROUGH,1.0,False,1.1239999532699585,4,0,0,0,0,none,0,0,False,0,0,0,0,1.0,Captopril,1021,0,0,,,No published evidence found for this drug-disease pair. Strong computational prediction suggests a potential new discovery. Requires experimental validation.,Supported by 4 independent AI pillars; High molecular similarity (1.00) to Captopril
Pulmonary hypertension,Betamethasone,DB00443,LOW,NOVEL,0.95,False,1.1124999523162842,4,9,9,0,0,none,0,0,False,0,0,0,0,1.0,Dexamethasone,508,0,0,,,Novel prediction with minimal existing evidence (9 articles). Computational support suggests this warrants investigation.,Supported by 4 independent AI pillars; High molecular similarity (1.00) to Dexamethasone
Pulmonary hypertension,Ephedrine,DB01364,LOW,NOVEL,0.95,False,1.107300043106079,4,8,5,0,0,none,0,0,False,0,0,0,0,1.0,Pseudoephedrine,305,0,0,,,Novel prediction with minimal existing evidence (8 articles). Computational support suggests this warrants investigation.,Supported by 4 independent AI pillars; High molecular similarity (1.00) to Pseudoephedrine
Pulmonary hypertension,Metoprolol,DB00264,LOW,NOVEL,0.85,False,1.0917999744415283,5,25,23,0,0,none,0,0,False,0,0,0,0,0.617,Bisoprolol,65,0,0,,,Novel prediction with minimal existing evidence (25 articles). Computational support suggests this warrants investigation.,Supported by 5 independent AI pillars; High molecular similarity (0.62) to Bisoprolol
Pulmonary hypertension,Dexamethasone,DB01234,LOW,KNOWN,0.7,False,1.0914000272750854,5,151,122,0,0,none,0,0,False,0,0,0,0,0.8596,Triamcinolone,43,0,0,,,"Known association with moderate evidence (151 articles, 0 trials). Already being studied.",Supported by 5 independent AI pillars; High molecular similarity (0.86) to Triamcinolone
Pulmonary hypertension,Spironolactone,DB00421,LOW,NOVEL,0.85,False,1.0885000228881836,4,75,65,0,0,none,0,0,False,0,0,0,0,0,,13,0,0,,,Novel prediction with minimal existing evidence (75 articles). Computational support suggests this warrants investigation.,Supported by 4 independent AI pillars
Pulmonary hypertension,Enalapril,DB00584,LOW,NOVEL,0.85,False,1.0829999446868896,3,45,40,0,0,none,0,0,False,0,0,0,0,0,,19,0,0,,,Novel prediction with minimal existing evidence (45 articles). Computational support suggests this warrants investigation.,Supported by 3 independent AI pillars
Pulmonary hypertension,Desmopressin,DB00035,LOW,NOVEL,0.95,False,1.0823999643325806,4,7,5,0,0,none,0,0,False,0,0,0,0,0.717,Felypressin,95,0,0,,,Novel prediction with minimal existing evidence (7 articles). Computational support suggests this warrants investigation.,Supported by 4 independent AI pillars; High molecular similarity (0.72) to Felypressin
Pulmonary hypertension,Isotretinoin,DB00982,LOW,NOVEL,0.95,False,1.0750999450683594,4,2,2,0,0,none,0,0,False,0,0,0,0,1.0,Tretinoin,433,0,0,,,Novel prediction with minimal existing evidence (2 articles). Computational support suggests this warrants investigation.,Supported by 4 independent AI pillars; High molecular similarity (1.00) to Tretinoin
Pulmonary hypertension,Metyrosine,DB00765,LOW,BREAKTHROUGH,1.0,False,1.0743000507354736,3,0,0,0,0,none,0,0,False,0,0,0,0,0,,407,0,0,,,No published evidence found for this drug-disease pair. Strong computational prediction suggests a potential new discovery. Requires experimental validation.,Supported by 3 independent AI pillars
Rheumatoid arthritis,Doxorubicin,DB00997,HIGH,EMERGING,0.96,False,1.2178,5,78,73,1,0,moderate,21,105620,False,0,0,0,4,0,,77,0.7479,23,,of its anti-inflammatory and immunosuppressive properties.,"Emerging repurposing candidate. Some evidence exists (78 articles, 1 mention repurposing) but not yet validated in trials.","78 PubMed articles on this drug-disease pair; 1 article(s) specifically mention repurposing/repositioning; Supported by 5 independent AI pillars; Moderate FAERS signal: 21 adverse event reports mention drug-disease co-occurrence; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.75, 23 genetic targets)"
Rheumatoid arthritis,Prednisolone,DB00860,HIGH,ESTABLISHED,0.12,True,1.1863,4,2043,1895,0,10,strong,2654,190304,False,0,0,0,121,0,,23,0.5944,6,,of its anti-inflammatory and immunosuppressive properties.,"Well-established drug-disease relationship (2043 articles, 10 trials). Not a repurposing candidate.","10 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 2043 PubMed articles on this drug-disease pair; Supported by 4 independent AI pillars; Strong FAERS signal: 2654 adverse event reports link drug to disease (190304 total reports); Highly cited paper (121 citations): ""Low dose, add-on prednisolone in patients with rheumatoid ar...""; AI analysis of 2 abstract(s) found positive treatment signals; AI-generated hypothesis available; Moderate genetic evidence supporting causality (MR score: 0.59); NOTE: This appears to be an already-approved treatment, not a repurposing candidate"
Rheumatoid arthritis,Linoleic Acid,DB14104,MEDIUM,NOVEL,0.85,False,1.1667,4,88,55,0,0,none,0,283,False,0,0,0,89,0.9615,Gamma-Linolenic acid,156,0.3935,2,,of its anti-inflammatory properties.,Novel prediction with minimal existing evidence (88 articles). Computational support suggests this warrants investigation.,88 PubMed articles on this drug-disease pair; Supported by 4 independent AI pillars; High molecular similarity (0.96) to Gamma-Linolenic acid; Supporting paper with 89 citations; AI-generated hypothesis available; Moderate genetic evidence supporting causality (MR score: 0.39)
Rheumatoid arthritis,Dexamethasone,DB01234,HIGH,ESTABLISHED,0.36,True,1.1653,4,661,552,2,6,moderate,706,312749,False,0,0,0,14,0,,1,0.7819,36,,of its anti-inflammatory and immunosuppressive properties.,"Well-established drug-disease relationship (661 articles, 6 trials). Not a repurposing candidate.","6 clinical trial(s) found on ClinicalTrials.gov; 661 PubMed articles on this drug-disease pair; 2 article(s) specifically mention repurposing/repositioning; Supported by 4 independent AI pillars; Moderate FAERS signal: 706 adverse event reports mention drug-disease co-occurrence; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.78, 36 genetic targets); NOTE: This appears to be an already-approved treatment, not a repurposing candidate"
Rheumatoid arthritis,Methylprednisolone,DB00959,HIGH,ESTABLISHED,0.36,True,1.1621,4,686,644,2,10,strong,4699,125031,False,0,0,0,28,0,,22,0.7171,6,,of its anti-inflammatory and immunosuppressive properties.,"Well-established drug-disease relationship (686 articles, 10 trials). Not a repurposing candidate.","10 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 686 PubMed articles on this drug-disease pair; 2 article(s) specifically mention repurposing/repositioning; Supported by 4 independent AI pillars; Strong FAERS signal: 4699 adverse event reports link drug to disease (125031 total reports); Supporting paper with 28 citations; AI analysis of 1 abstract(s) found positive treatment signals; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.72, 6 genetic targets); NOTE: This appears to be an already-approved treatment, not a repurposing candidate"
Rheumatoid arthritis,Acetylsalicylic acid,DB00945,HIGH,ESTABLISHED,0.36,True,1.1572,4,135,116,0,9,moderate,609,93295,False,0,0,0,57,0,,5,0.7103,9,,of its anti-inflammatory and analgesic properties.,"Well-established drug-disease relationship (135 articles, 9 trials). Not a repurposing candidate.","9 clinical trial(s) found on ClinicalTrials.gov; 135 PubMed articles on this drug-disease pair; Supported by 4 independent AI pillars; Moderate FAERS signal: 609 adverse event reports mention drug-disease co-occurrence; Supporting paper with 57 citations; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.71, 9 genetic targets)"
Rheumatoid arthritis,Iguratimod,DB12233,HIGH,ESTABLISHED,0.42,True,1.1471999883651733,4,134,128,2,10,strong,32,764,False,0,0,0,5,0,,159,0.5243,1,,of its anti-inflammatory and immunomodulatory effects.,"Well-established drug-disease relationship (134 articles, 10 trials). Not a repurposing candidate.",10 clinical trial(s) found on ClinicalTrials.gov; Phase 3 trial exists; 134 PubMed articles on this drug-disease pair; 2 article(s) specifically mention repurposing/repositioning; Supported by 4 independent AI pillars; Strong FAERS signal: 32 adverse event reports link drug to disease (764 total reports); AI-generated hypothesis available; Moderate genetic evidence supporting causality (MR score: 0.52)
Rheumatoid arthritis,Tofacitinib,DB08895,HIGH,ESTABLISHED,0.06,True,1.1418,3,1293,1232,8,10,strong,3797,12386,False,0,0,0,1125,0,,140,0.7497,4,,of its efficacy and safety.,"Well-established drug-disease relationship (1293 articles, 10 trials). Not a repurposing candidate.","10 clinical trial(s) found on ClinicalTrials.gov; 1293 PubMed articles on this drug-disease pair; 8 article(s) specifically mention repurposing/repositioning; Supported by 3 independent AI pillars; Strong FAERS signal: 3797 adverse event reports link drug to disease (12386 total reports); Highly cited paper (1125 citations): ""Cardiovascular and Cancer Risk with Tofacitinib in Rheumatoi...""; AI analysis of 1 abstract(s) found positive treatment signals; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.75, 4 genetic targets); NOTE: This appears to be an already-approved treatment, not a repurposing candidate"
Rheumatoid arthritis,Isotretinoin,DB00982,MEDIUM,NOVEL,1.0,False,1.141,4,6,6,0,0,moderate,9,15190,False,0,0,0,27,0.6667,Fenretinide,69,0.7848,11,,of its anti-inflammatory and immunomodulatory properties.,Novel prediction with minimal existing evidence (6 articles). Computational support suggests this warrants investigation.,"6 PubMed article(s) - limited literature; Supported by 4 independent AI pillars; High molecular similarity (0.67) to Fenretinide; Moderate FAERS signal: 9 adverse event reports mention drug-disease co-occurrence; Supporting paper with 27 citations; AI-generated hypothesis available; Strong causal genetic evidence (MR score: 0.78, 11 genetic targets)"
