drugbank_id	entity	smiles
DB13410	Compound::DB13410	C1=CC(=C(C(=C1)Cl)C=NN=C(N)NO)Cl
DB13411	Compound::DB13411	CN(CCCN1C2=CC=CC=C2CCC3=CC=CC=C31)CC(=O)C4=CC=C(C=C4)Cl
DB13412	Compound::DB13412	CC1=NC=C(C(=C1O)CO)COC(=O)CCC(=O)OCCN(C)C
DB13413	Compound::DB13413	CCN(CC)CCC1(CCC(=O)NC1=O)C2=CC=CC=C2
DB13414	Compound::DB13414	C1=CC=C(C=C1)C(CNC2=CC=CC=N2)O
DB13415	Compound::DB13415	C1CCC2=NN=NN2CC1
DB13416	Compound::DB13416	CC1=NC=C(C(=N1)N)CN(C=O)C(=C(CCOC(=O)C(C)C)SSC(=C(C)N(CC2=CN=C(N=C2N)C)C=O)CCOC(=O)C(C)C)C
DB13417	Compound::DB13417	C1COCCN1CNC(=O)C2=NC=CN=C2
DB13418	Compound::DB13418	CC12CC(C3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O)OC
DB13419	Compound::DB13419	COC1=CC(=CC(=C1OC)OC)C(=O)NC2CCCNC2
DB13420	Compound::DB13420	CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)[N+](C)(C)C
DB13421	Compound::DB13421	CCC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O
DB13422	Compound::DB13422	C1=CC(=CN=C1)C(=O)OCC2C(C(C(O2)(COC(=O)C3=CN=CC=C3)O)OC(=O)C4=CN=CC=C4)OC(=O)C5=CN=CC=C5
DB13423	Compound::DB13423	[OH-].[OH-].[OH-].[Fe+3]
DB13424	Compound::DB13424	C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl
DB13425	Compound::DB13425	C1=CC=C(C=C1)C(C2=CC=C(C=C2)F)(C3=CC=CC=C3F)N4C=CN=C4
DB13427	Compound::DB13427	[Au]
DB13428	Compound::DB13428	C1=CC=C(C=C1)N(CCC(=O)O)C(=O)C2=C(C(=C(C=C2I)I)N)I
DB13429	Compound::DB13429	CC1=CC(=C(C=C1)NC2=NCCN2)Cl
DB13430	Compound::DB13430	CCC(C)C(C)C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl
DB13431	Compound::DB13431	CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)C1=CC=CC=C1
DB13432	Compound::DB13432	C1=CC=C(C=C1)N2C=C(C(=N2)C3=CC=C(C=C3)Cl)CC(=O)O
DB13433	Compound::DB13433	CC(C)(C(=O)OCCCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl)OC2=CC=C(C=C2)Cl
DB13434	Compound::DB13434	C1=CC=C(C=C1)SC2=CC=C(C=C2)COC(CN3C=CN=C3)C4=C(C=C(C=C4)Cl)Cl
DB13435	Compound::DB13435	C1CN(CC2=CC(=NN=C21)NN)C(=O)C3=CC=CC=C3
DB13436	Compound::DB13436	CCC(=O)C1(CCN(CC1)CCOCCO)C2=CC=CC=C2
DB13437	Compound::DB13437	CN1CCN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3
DB13438	Compound::DB13438	CCCC(CC1=CC=CC=C1)N2CCCC2
DB13439	Compound::DB13439	C1CCN(CC1)CCC(C2=CC=CC=C2)C3=CC=CC=C3
DB13441	Compound::DB13441	C1=CC(=CN=C1)C(=O)OCC(COC(=O)C2=CN=CC=C2)(COC(=O)C3=CN=CC=C3)COC(=O)C4=CN=CC=C4
DB13442	Compound::DB13442	CC(=O)NC1CCSC1=O
DB13443	Compound::DB13443	CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O
DB13444	Compound::DB13444	CC(=O)NC1=C(C(=C(C(=C1I)C(=O)O)I)C(=O)NCCO)I
DB13445	Compound::DB13445	CC1(C(=O)CCC2=CC=CC=C21)CCN3CCCCC3
DB13448	Compound::DB13448	CC1(CCC2CC(CC1N2C)OC(=O)C(C3=CC=CS3)(C4=CC=CS4)O)C
DB13449	Compound::DB13449	CC(CN1C=NC2=C1C(=O)N(C(=O)N2C)C)O
DB13451	Compound::DB13451	C1=CC=C2C(=C1)C(=C(C(=O)O2)C(CC(C3=CC=C(C=C3)Cl)O)C4=CC=C(S4)Cl)O
DB13452	Compound::DB13452	CCN(CC(C)O)C1=NN=C(C=C1)NNC(=O)OCC
DB13453	Compound::DB13453	[Xe]
DB13454	Compound::DB13454	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC(=O)C6=CN=CC=C6)OC3C(C=C4)OC(=O)C7=CN=CC=C7
DB13455	Compound::DB13455	C1=CC=C(C=C1)C(CC(=O)O)CN
DB13456	Compound::DB13456	CCC(=O)OC1CC(=O)OC(CC=CC=CC(C(CC(C(C1OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)OC(=O)CC)(C)O)N(C)C)O)CC=O)C)O)C
DB13457	Compound::DB13457	CC(C)N1CCOC(C1)C2=CC(=CC=C2)C(F)(F)F
DB13458	Compound::DB13458	CC(=O)OC1=CCC2C3CC4=C5C2(C1OC5=C(C=C4)OC)CCN3C
DB13459	Compound::DB13459	CCCCC(C=C(C)C=CC=CC(=O)N1CCCC1=O)O
DB13460	Compound::DB13460	CC(C)(C(=O)OCCCOC(=O)C1=CN=CC=C1)OC2=CC=C(C=C2)Cl
DB13461	Compound::DB13461	CCC=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)O
DB13462	Compound::DB13462	C[N+](C)(CCOC1=CC=CC=C1)CC2=CC=CC=C2
DB13463	Compound::DB13463	CN(C)CCC=C1C2=CC=CC=C2OCC3=C1OC4=CC=CC=C34
DB13464	Compound::DB13464	C1CC(N(C1)C(=O)C2CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)N)C(=O)NC(CCCN)C(=O)NCC(=O)N
DB13465	Compound::DB13465	COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3CC3
DB13466	Compound::DB13466	CN1C2CCC1CC(C2)OC3C4=CC=CC=C4CCC5=CC=CC=C35
DB13467	Compound::DB13467	CC1C(C(CC(O1)OC2CCC3(C(C2)CCC4C3CC(C5(C4(CCC5C6=CC(=O)OC6)O)C)O)C)O)OC7CC(C(C(O7)C)OC8CC(C(C(O8)C)OC9C(C(C(C(O9)CO)O)O)O)OC(=O)C)O
DB13468	Compound::DB13468	CCN1C2CCC1CC(C2)OC(C3=CC=CC=C3)C4=CC=CC=C4
DB13469	Compound::DB13469	C1=CC2=C(C(=O)C(=O)C3=C2C=CC=N3)N=C1
DB13470	Compound::DB13470	CC1=C(SC(=N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O)CC(=O)O
DB13471	Compound::DB13471	CN(C1CCC2(C3CC4=C5C2(C1OC5=C(C=C4)O)CCN3CC6CC6)O)C(=O)C=CC7=COC=C7
DB13472	Compound::DB13472	CC(=O)OC1=CC=C(C=C1)C(=C2CCCCC2)C3=CC=C(C=C3)OC(=O)C
DB13473	Compound::DB13473	[S-2].[S-2].[S-2].[S-2].[S-2].[Sb+5].[Sb+5]
DB13474	Compound::DB13474	CN1CCCC(=C(C2=CC=CS2)C3=CC=CS3)C1
DB13475	Compound::DB13475	C1C(=O)NC(=O)N1N=CC=CC2=CC=C(O2)[N+](=O)[O-]
DB13476	Compound::DB13476	CC(C)N(CCC(C1=CC=CC=C1)C2=CC=CC=C2)C(C)C
DB13478	Compound::DB13478	CCC1(CCCCN(C1)C)C2=CC(=CC=C2)O
DB13479	Compound::DB13479	C1CCN(C1)CCN(CC2=CC=CC=C2)C3=CC=CC=C3
DB13481	Compound::DB13481	C1=CSC(=C1)C(=O)C2=C(N(C3=C2C=C(C=C3)Cl)C(=O)N)O
DB13482	Compound::DB13482	CC1=C(OC2=C(C1=O)C=CC(=C2CN(C)C)OC)C3=CC=CC=C3
DB13483	Compound::DB13483	CCNCC.C1=CC(=C(C=C1O)S(=O)(=O)O)O
DB13484	Compound::DB13484	CC12CCC3C(C1CCC2OC4=CCCC4)CCC5=CC(=O)C=CC35C
DB13485	Compound::DB13485	CC1=NC(=CC(=N1)OC)NS(=O)(=O)C2=CC=C(C=C2)N
DB13487	Compound::DB13487	CC(C)CCCC(C)C1CCC2C1(CCC3C2CC(C4=C3CCC(C4)O)CI)C
DB13488	Compound::DB13488	CN(C)CCCOC1(CCCCCC1)CC2=CC=CC=C2
DB13489	Compound::DB13489	CN1CCC(CC1)N(CC2=CC=CC=C2)C3=CC=CC=C3
DB13490	Compound::DB13490	CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC4=C(C(=C3)OCCO)C(=O)C=C(O4)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O
DB13491	Compound::DB13491	CC(C(=O)C1(CCC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)F)O)C)O)O
DB13493	Compound::DB13493	CCC(C(=O)O)C1(CCCCC1)O
DB13494	Compound::DB13494	CNCC(C1=CC(=C(C(=C1)OC)O)OC)O
DB13495	Compound::DB13495	CCOP(=O)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-]
DB13496	Compound::DB13496	CN(C)CCCN1C2=C(CCCCCC2)C3=CC=CC=C31
DB13497	Compound::DB13497	CCC(C)C(C1=CC=CC=C1)C(=O)OCC[N+](C)(CC)CC
DB13499	Compound::DB13499	C1C(=C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)S(=O)(=O)O)C(=O)[O-])C[N+]4=CC=C(C=C4)C(=O)N
DB13500	Compound::DB13500	CCCCCCCCOC1=CC=CC=C1C(=O)NC2=CC=C(C=C2)C(=O)OCC[N+](C)(CC)CC
DB13501	Compound::DB13501	C1=CC=C(C=C1)CN2C3=CC=CC=C3C(=N2)OCC(=O)O
DB13502	Compound::DB13502	CC(C)(C)N1CCC(CC1)(C2=CC=CC=C2)C3=CC=CC=C3
DB13504	Compound::DB13504	CC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O
DB13505	Compound::DB13505	CC[N+](C)(C)C(C)CC(C1=CC=CC=C1)C2=CC=CC=C2
DB13506	Compound::DB13506	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)OC4=CC=CC=C4)C(=O)O)C
DB13507	Compound::DB13507	C[N+]1(CCCC1COC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C
DB13508	Compound::DB13508	CC(C)(C)NCC(COC1=C(C=CC(=C1)Cl)Cl)O
DB13509	Compound::DB13509	CC(=O)OC1=CC=CC=C1C(=O)O.[O-2].[O-2].[O-2].[Al+3].[Al+3]
DB13510	Compound::DB13510	COC1=CC(=C(C(=C1)OC)C(=O)CCCN2CCCC2)OC
DB13511	Compound::DB13511	COC1=CC(=C(C=C1C(=O)NC2CCN(CC2)CC3=CC=CC=C3)Cl)N
DB13512	Compound::DB13512	C1=CC(=CC=C1CN(CCO)C(=O)C(Cl)Cl)OC2=CC=C(C=C2)[N+](=O)[O-]
DB13513	Compound::DB13513	CC1=C(C(=C(C=C1Br)Br)O)Br
DB13514	Compound::DB13514	CC(C1=CC2=C(C=C1)OC3=C(C2)C=CC=N3)C(=O)O
DB13515	Compound::DB13515	CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2
DB13516	Compound::DB13516	CCCCC(CC)C1C(=O)N(C(=O)N1)SC(Cl)(Cl)Cl
DB13517	Compound::DB13517	CC(C)C(C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(C(C)C)C(=O)NC(CC2=CN=CN2)C(=O)N3CCCC3C(=O)NC(CC4=CC=CC=C4)C(=O)O)NC(=O)C(CCCN=C(N)N)NC(=O)C(CC(=O)N)N
DB13519	Compound::DB13519	C(=O)(C(=O)[O-])[O-].C(=O)(C(=O)[O-])[O-].C(=O)(C(=O)[O-])[O-].[Ce+3].[Ce+3]
DB13520	Compound::DB13520	CN1CC(CC2C1CC3=CN(C4=CC=CC2=C34)C)CNC(=O)OCC5=CC=CC=C5
DB13522	Compound::DB13522	CN1C2C(N(C1=O)C)N(C(=O)N2C)C
DB13523	Compound::DB13523	COC1=CC(=CC(=C1OC)C(=O)NCC2CCCN2CC=C)S(=O)(=O)N
DB13524	Compound::DB13524	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)C(C)C
DB13526	Compound::DB13526	C(C(CO)(CO)CO)O
DB13527	Compound::DB13527	CCCN(CCC)C(=O)C(CCC(=O)OCCCN1CCN(CC1)CCOC(=O)CC2=C(N(C3=C2C=C(C=C3)OC)C(=O)C4=CC=C(C=C4)Cl)C)NC(=O)C5=CC=CC=C5
DB13528	Compound::DB13528	CC(=O)C1(CCC2C1(CCC3C2C=C(C4=CC(=O)CCC34C)Cl)C)O
DB13529	Compound::DB13529	C1=CC(=C(C=C1O)S(=O)(=O)O)O
DB13530	Compound::DB13530	CC1=CC2=C(N1)C=CC=C2OCC(CNC(C)C)O
DB13531	Compound::DB13531	C1=CC=C(C=C1)CC(C2=CC=CC=C2)NC(=O)C3=CN=CC=C3
DB13532	Compound::DB13532	C1CCC(C1)CC2NC3=CC(=C(C=C3S(=O)(=O)N2)S(=O)(=O)N)Cl
DB13533	Compound::DB13533	CC12CCC3C(C1CCC2(C)O)CCC4=CC(=O)CCC34
DB13534	Compound::DB13534	CC(C)OC(=O)C1=NC=C2C(=C1COC)C3=C(N2)C=CC=C3OC4=CC=C(C=C4)Cl
DB13536	Compound::DB13536	C1=CC2=C(C(=C(C=C2Br)Br)O)N=C1
DB13537	Compound::DB13537	CC1C(C(CC(O1)OC2C(OC(CC2OC=O)OC3C(OC(CC3OC=O)OC4CCC5(C(C4)CCC6C5CCC7(C6(CC(C7C8=CC(=O)OC8)OC=O)O)C)C)C)C)OC=O)OC=O
DB13538	Compound::DB13538	CC(=O)OC1=CC=CC=C1C(=O)OC2=CC=CC=C2OC
DB13539	Compound::DB13539	C1=C(C(=C(C(=C1I)NC(=O)CCOCCOCCOCCOCCC(=O)NC2=C(C=C(C(=C2I)C(=O)O)I)I)I)C(=O)O)I
DB13540	Compound::DB13540	CC1(COC(C(C1NC)O)OC2C(CC(C(C2O)OC3C(C(C(C(O3)CN)O)O)O)N)NC(=O)C(CN)O)O
DB13541	Compound::DB13541	CC(C)N1CC(C2=CC(=C(C=C21)O)N=NC(=O)N)O
DB13542	Compound::DB13542	C[N+]1(CCCCC1COC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C
DB13543	Compound::DB13543	C(C(C(C(C(CBr)O)O)O)O)Br
DB13544	Compound::DB13544	CCOC1=CC=CC=C1C(=O)N
DB13545	Compound::DB13545	C1=CC=C(C=C1)C2C(=O)C3=C(C2=O)C=C(C=C3)Br
DB13546	Compound::DB13546	CCN(CC)CC1=NC=CN1C2=C(C=C(C=C2)[N+](=O)[O-])C(=O)C3=CC=CC=C3Cl
DB13547	Compound::DB13547	C1=CC(=CC=C1CN)S(=O)(=O)N.C1=CC(=CC=C1N)S(=O)(=O)NC(=S)N
DB13548	Compound::DB13548	C1=CC(=C(C=C1C(=N)N)Br)OCCCOC2=C(C=C(C=C2)C(=N)N)Br
DB13549	Compound::DB13549	CN(C)C1=CC=C(C=C1)O
DB13550	Compound::DB13550	CNCCCCOC1=CC=CC=C1CC2=CC=CC=C2
DB13551	Compound::DB13551	C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)O
DB13552	Compound::DB13552	C1CN(CCC1(C2=CC(=CC=C2)C(F)(F)F)O)CCCC(=O)C3=CC=C(C=C3)F
DB13553	Compound::DB13553	C1=C(N=C(S1)N)C(=NOCC(=O)O)C(=O)NC2C(N(C2=O)S(=O)(=O)O)COC(=O)N
DB13554	Compound::DB13554	CC1=CC=C(C=C1)C2(CCN(CC2)CCCC(=O)C3=CC=C(C=C3)F)O
DB13555	Compound::DB13555	CCC[N+]12C3CC(C(C1O)CC)C4C2CC5(C3N(C6=CC=CC=C65)C)C4O
DB13556	Compound::DB13556	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)C(NC3=CC=C(C=C3)S(=O)(=O)NC4=NN=C(C=C4)OC)S(=O)(=O)O
DB13557	Compound::DB13557	CC(=O)OCCN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl
DB13558	Compound::DB13558	COC1=CC(=CC(=C1OCCN2CCOCC2)OC)C(=O)C3=CC=C(C=C3)Cl
DB13559	Compound::DB13559	C1CCNC(C1)C(C2=CC(=C(C=C2)O)O)O
DB13561	Compound::DB13561	CC(CC1=CC=CC=C1)NCC2=CC=CC=C2Cl
DB13563	Compound::DB13563	CC12C=CC3=C4CCC(=O)C=C4CCC3C1CCC2(C#C)O
DB13564	Compound::DB13564	COC(CN1CCN(CC1)CC(C(C2=CC=CC=C2)OC)O)C3=CC=CC=C3
DB13565	Compound::DB13565	CCCCCCCCCCCC[N+](CCO)(CCO)CC1=CC=CC=C1
DB13566	Compound::DB13566	CC1=CC=CC=C1C(C2CN3CCC2CC3)(C4=CC=CC=C4C)O
DB13567	Compound::DB13567	CCCC(=O)C1=C(C(=C(C=C1O)OC)CC2=C(C(C(=O)C(=C2O)C(=O)CCC)(C)C)O)O
DB13568	Compound::DB13568	C1=C(C(=O)C(=CN1CC(=O)O)I)I.C(CO)NCCO
DB13569	Compound::DB13569	[Cl-].[Cl-].[Fe+2]
DB13571	Compound::DB13571	CCCCCC(C1C(CC(CC(CC(CC(CC(C(C(C(=CC=CC=CC=CC=CC(C(OC1=O)C)O)C)O)O)O)O)O)O)O)O)O
DB13572	Compound::DB13572	CCC(C)(CC)OC(=O)N
DB13573	Compound::DB13573	CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(=O)O
DB13574	Compound::DB13574	CC(CCCC(C)(C)O)N
DB13575	Compound::DB13575	CCN(CC)CCN1C2=C(C=CC(=C2)OC)C3=C1C4CC5C(CC(C(C5C(=O)OC)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC)CN4CC3
DB13576	Compound::DB13576	C1=CC(=CN=C1)C(=O)[O-].C1=CC(=CN=C1)C(=O)[O-].C1=CC(=CN=C1)C(=O)[O-].[Al+3]
DB13577	Compound::DB13577	C=CCC1(C(=O)NC(=O)NC1=O)CC=C
DB13578	Compound::DB13578	CC(C)CNCCOC(=O)C1=CC(=CC=C1)N
DB13579	Compound::DB13579	COC1=C(C2=C(C=C1)C(=O)C3=CC=CC=C3O2)CN4CCCCC4
DB13580	Compound::DB13580	C1=CC(=CC=C1NC(=O)CCC(=O)O)S(=O)(=O)NC2=NC=CS2
DB13581	Compound::DB13581	CCN(CC)CC(C)OC(=O)C1CCCCC1(C2CCCCC2)O
DB13582	Compound::DB13582	C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[Fe+3]
DB13583	Compound::DB13583	CC1=CC=CC=C1OCC(CO)O
DB13584	Compound::DB13584	CCN(CC)CCOC1=C(C(=CC=C1)OCCN(CC)CC)OCCN(CC)CC
DB13585	Compound::DB13585	C(CO[N+](=O)[O-])N
DB13586	Compound::DB13586	CC12CCC3C(C1CCC2(C)O)CCC4=CC(=O)C=CC34C
DB13587	Compound::DB13587	CC1CC(=O)CC2C1(C3CCC4(C(C3CC2)CCC4O)C)C
DB13588	Compound::DB13588	CCN(CC)CCOC(=O)C(CC1CCCO1)CC2=CC=CC3=CC=CC=C32
DB13590	Compound::DB13590	CN(C)CC(=O)OCC(C(C(C(C(=O)[O-])O)O)O)O.CN(C)CC(=O)OCC(C(C(C(C(=O)[O-])O)O)O)O.[Ca+2]
DB13591	Compound::DB13591	CS(=O)(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCC(CC4)C(=O)N
DB13592	Compound::DB13592	CCN(CC)CCN1C=NC2=C1C(=O)N(C(=O)N2C)C
DB13593	Compound::DB13593	CS(=O)(=O)C1=CC=C(C=C1)C2=CN3C=CC=CC3=N2
DB13595	Compound::DB13595	O.[O-][Si]([O-])([O-])[O-].[O-][Si]([O-])([O-])[O-].[Mg+2].[Al+3].[Al+3]
DB13596	Compound::DB13596	C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2O)C(=O)O
DB13597	Compound::DB13597	C1COCCN1C(=N)N=C(N)N
DB13598	Compound::DB13598	CCOCC
DB13599	Compound::DB13599	C1=CC(=CC=C1NCCNC2=CC=C(C=C2)[As](=O)(O)O)[As](=O)(O)O
DB13600	Compound::DB13600	CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C
DB13601	Compound::DB13601	C1C(CN(C1=O)CC(=O)N)O
DB13602	Compound::DB13602	CCC(=O)C1(CCC2C1(CCC3=C4CCC(=O)C=C4CCC23)C)C
DB13603	Compound::DB13603	C1=CC(=C(C(=C1)Cl)[N+](=O)[O-])C2=CNC=C2Cl
DB13604	Compound::DB13604	C1CCCNC(CC1)CN=C(N)N
DB13605	Compound::DB13605	CCOC(=O)C1(CCN(CC1)CCC(C2=CC=CC=C2)O)C3=CC=CC=C3
DB13606	Compound::DB13606	CC1C2CC3=C(C1(CCN2CCC4=CC=CC=C4)C)C=C(C=C3)O
DB13607	Compound::DB13607	C1CN(CCN1C(=NC(=NC2=CC=C(C=C2)Cl)N)N)C(=NC(=NC3=CC=C(C=C3)Cl)N)N
DB13608	Compound::DB13608	CC(C)CCOC1=CC=C(C=C1)NC(=S)NC2=CC=C(C=C2)OCCC(C)C
DB13609	Compound::DB13609	CCOC(=O)C1=C(N(C2=CC(=C(C(=C21)CN(C)C)O)Br)C)CSC3=CC=CC=C3
DB13610	Compound::DB13610	CC(=O)C1(CCC2C1(CCC3C2CC(C4=CC(=O)CCC34C)C(F)(F)F)C)O
DB13611	Compound::DB13611	CC1=NC2=CC=CC=C2N1CC3=CC=C(C=C3)Cl
DB13612	Compound::DB13612	CC(=O)OC1=CC=CC=C1C(=O)[O-].CC(=O)OC1=CC=CC=C1C(=O)[O-].C(=O)(N)N.[Ca+2]
DB13613	Compound::DB13613	C1=CC2=C(C=C1Cl)SNC2=O
DB13614	Compound::DB13614	CC1=C(C2=CC=CC=C2S1)CC3=NCCN3
DB13615	Compound::DB13615	CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCCNC(=O)C(C)NC(=O)CCC(C(=O)N)NC(=O)C(C)NC(=O)C(C)OC(C(C=O)NC(=O)C)C(C(CO)O)O)OC(=O)CCCCCCCCCCCCCCC.O.[Na+]
DB13616	Compound::DB13616	C1CCC(CC1)C(C(=O)N2CCC2C(=O)NCC3=CC=C(C=C3)C(=N)N)NCC(=O)O
DB13617	Compound::DB13617	C1CCC(CC1)N2CC3=CC(=C(C=C3C2=O)S(=O)(=O)N)Cl
DB13618	Compound::DB13618	CC(C)OC1=CC2=C(C=C1)C(=O)C(=CO2)C3=CC=CC=C3
DB13619	Compound::DB13619	CCN(CC)CCCOC(=O)C1(CC2CCC1C2)C3=CC=CC=C3
DB13620	Compound::DB13620	C(C(C(C(C(C(=O)[O-])O)O)O)O)O.[K+]
DB13621	Compound::DB13621	C(O)OC(=O)C1C(C(C(C(O1)OC2C(C(C(OC2C(=O)OCO)OC3C(C(C(OC3C(=O)OCO)OC4C(C(C(OC4C(=O)OCO)O)O)O)O)O)O)O)O)O)O
DB13622	Compound::DB13622	CC(C)CCCC(C)C1CCC2C1(CCC3C2CC(C4=C3CCC(C4)O)C[Se]C)C
DB13623	Compound::DB13623	CCOC1=CC2=C(C=C1)N=C(N2)SCCN3CCOCC3
DB13624	Compound::DB13624	CC(CC1=CC=CC=C1OC)NC
DB13625	Compound::DB13625	CC(C)(C)NCC(C1=CC(=C(C=C1)O)NC(=O)N)O
DB13626	Compound::DB13626	C(C(=O)[O-])N.O.[OH-].[OH-].[Al+3]
DB13627	Compound::DB13627	CCN1C=C(C(=O)C2=CC3=C(C=C21)OCO3)C(=O)O
DB13628	Compound::DB13628	CCOC(=O)C1=CC=C(C=C1)O
DB13629	Compound::DB13629	CCCCC1C(=O)NN(C1=O)C2=CC=CC=C2
DB13630	Compound::DB13630	C[N+](C)(C)CCOC(CC1=CC=CC=C1)C2=CC=CC=C2
DB13631	Compound::DB13631	COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=C(C=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC
DB13632	Compound::DB13632	CCCOC(=O)C1=C(C(=C(S1)C(=O)OCCC)O)O
DB13634	Compound::DB13634	CCCCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C
DB13635	Compound::DB13635	CCOC(=O)NC1=CC2=C(CCC3=CC=CC=C3N2C(=O)CN(C)C)C=C1
DB13636	Compound::DB13636	CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(=O)O.CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2
DB13637	Compound::DB13637	C(CN(CCO[N+](=O)[O-])CCO[N+](=O)[O-])N(CCO[N+](=O)[O-])CCO[N+](=O)[O-]
DB13638	Compound::DB13638	CCN1CCN(C(=O)C1=O)C(=O)NC(C(C)O)C(=O)NC2(C3N(C2=O)C(=C(CS3)CSC4=NN=NN4C)C(=O)O)OC
DB13639	Compound::DB13639	C(C(C(=O)[O-])O)(C(=O)[O-])O.[Fe+2]
DB13640	Compound::DB13640	CC(=O)OC1CCC2(C(C1(C)C)CCC3(C2C(=O)C=C4C3(CCC5(C4CC(CC5)(C)C(=O)O)C)C)C)C
DB13641	Compound::DB13641	CN1C2=CC=CC=C2C(=C1O)N=NC(=S)N
DB13642	Compound::DB13642	C1CCN(CC1)CCC(C2=CC=CC=C2)(C3=CC=CC=C3)O
DB13643	Compound::DB13643	CN1CCN(CC1)C=C2C(=O)N3C(=N2)CN=C(C4=C3C=CC(=C4)[N+](=O)[O-])C5=CC=CC=C5Cl
DB13644	Compound::DB13644	CC1=CC(=O)NC(=S)N1
DB13645	Compound::DB13645	CCN(CC)CCC(=O)N1C2=CC=CC=C2SC3=C1C=C(C=C3)NC(=O)OCC
DB13648	Compound::DB13648	C=CC[N+]12CCC34C1CC(C(=CCO)C2)C5=CN6C7C(=CN(C53)C8=CC=CC=C48)C9CC1C7(CC[N+]1(CC9=CCO)CC=C)C1=CC=CC=C16
DB13649	Compound::DB13649	CC1=CC2=C(C=C1)C(=NC(=O)N2C(C)C)C3=CC=CC=C3
DB13650	Compound::DB13650	C(C(C(C(C(C(=O)O[Al])O)O)O)O)O.C(C(CO)(CO)N)O.O.O
DB13651	Compound::DB13651	CCC1C2CC3C4C5(CC(C2C5OC(=O)CCl)N3C1O)C6=CC=CC=C6N4C
DB13652	Compound::DB13652	CCCCN(CCN(CC)CC)C(=O)C1=CC=CC2=CC=CC=C21
DB13653	Compound::DB13653	CC(C)N1CCC(CC1)N(C2=CC=C(C=C2)Cl)C(=O)CC3=CC=CC=C3
DB13654	Compound::DB13654	O.[O-2].[O-2].[O-2].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O.[Al+3].[Al+3]
DB13655	Compound::DB13655	CCN(CC)C(=O)C1=CN=CC=C1
DB13656	Compound::DB13656	C1CC2=C(C(C3=CC=CC=C31)N4C=CN=C4)C(=CC(=C2)Cl)Cl
DB13657	Compound::DB13657	CC(=O)NC1=CC=C(C=C1)OC(=O)C2=CC=CC=C2OC(=O)C
DB13659	Compound::DB13659	C1=CSC(=C1)C(=O)NC2=NC=C(S2)[N+](=O)[O-]
